id,Elevation,Aspect,Slope,CarbonateStage,BioticCrustClass,PedonDepth,Depth200,H1.DryRed,H1.DryValue,H1.DryCClass,H1.MoistRed,H1.MoistValue,H1.MoistCClass,H1.SandPercent,H1.ClayPercent,H1.pH,H1.EfferScale,H1.Depth,H1.DWA_AWC,Tot.DryRed,Tot.DryValue,Tot.DryCClass,Tot.MoistRed,Tot.MoistValue,Tot.MoistCClass,Tot.EfferScale,DWAClay,DWASand,DWApH,DWA.AWHC,Sand.50,Clay.50,pH.50,DryValue.50,EfferScale.50,AWHC.50,MaxClay,MaxSand,MaxpH,MaxDryValue,MaxAWHC,MaxEffervescence,SlopeShape,DepthClass,H1.Texture,H1.SandSize,Tot.Texture,Tot.SandSize
B2_2,1881.55328,0,4,0,2,200,1,2,6,2,2,5,2,50,5,7.8,2,4,0.299400834,3,8,2,3,7,2,4,4.7,65.8,8.265,9.678883417,80,3,8.4,8,3,4.553469578,7,80,8.4,8,14.97004172,4,LV,VeryDeep,SL,F,SL,F
B2_4,1896.488661,91,1,1,1,107,0,2,6,3,2,4,2,65,5,7.3,0,4,0.209288523,3,6,3,2,4,2,3,5.392523364,67.47663551,8.194392523,8.95325987,60,7,8,6,3,11.54200385,7,80,8.6,8,14.97004172,4,LV,VeryDeep,SL,VF,SL,F
B2_5,1876.066813,200,4,0,1,185,0,2,6,2,2,4,2,60,5,7.4,2,7,0.764575609,3,7,3,3,5,3,3,5,69.62162162,8.32972973,9.251100868,70,5,8.2,7,3,9.155303766,5,70,8.6,8,9.155303766,4,LV,Deep,SL,F,SL,F
B2_6,1876.981224,10,3,1,1,200,1,2,6,2,2,4,2,55,5,7.2,0,6,0.425031511,2,7,2,2,5,2,3,9.055,63.6,8.178,10.49961173,70,5,8.2,7,3,9.155303766,23,70,8.6,7,12.70284261,4,CC,VeryDeep,SL,VF,SL,MIX
B2_7,1865.703487,0,10,1,1,106,0,2,6,2,2,4,2,60,5,7.8,2,7,0.409047951,2,7,2,2,5,3,3,6.301886792,60,8.210377358,11.59264514,60,7,8.3,7,3,11.54200385,7,60,8.3,7,11.68708431,3,CL,VeryDeep,SL,F,SL,F
B2_8,1878.810046,250,3,0,1,156,0,3,6,2,3,4,2,75,11,8.1,3,7,0.558766196,3,6,2,3,4,2,4,12.36538462,68.65384615,8.226282051,9.654557672,75,10,8.2,6,4,8.284689241,18,75,8.3,6,12.70284261,4,CL,Deep,SL,VF,SL,VF
B2_9,1894.355035,100,5,1,1,27,0,3,5,3,3,4,2,60,7,7.5,0,5,0.369936021,2,5,2,2,4,2,2,7,63.7037037,7.655555556,10.70623808,70,7,7.8,6,3,9.285436264,7,70,7.8,6,11.54200385,3,LV,VeryDeep,SL,F,SL,F
B3_1,1866.617898,310,6,1,1,81,0,3,6,3,3,4,2,60,5,7.6,2,6,0.865709949,3,7,2,3,6,2,4,7.580246914,58.22222222,8.175308642,12.22625207,45,10,8.2,7,4,15.90292714,10,74,8.4,7,15.90292714,4,CV,ModeratelyDeep,SL,F,SL,F
B3_10,1895.57425,250,5,1,2,42,0,2,5,2,2,4,2,45,5,7.8,2,8,0.686370132,2,7,2,2,5,2,3,6.80952381,70.47619048,7.961904762,8.478073096,80,3,8,7,3,4.553469578,15,80,8,7,9.885726076,3,CV,VeryDeep,SL,F,LS,F
B3_2,1890.392587,250,4,1,0,67,0,2,5,2,2,3,2,55,5,7.6,2,4,1.248108406,3,6,2,3,4,2,3,4.194029851,51.86567164,8.244776119,14.41924863,55,3,8.6,8,4,13.39304941,5,55,8.6,8,17.1592533,4,VV,Shallow,SL,F,SL,F
B3_3,1877.895635,90,2,0,0,200,1,2,6,2,2,4,2,50,5,7.6,2,5,1.117167293,2,7,2,2,5,2,3,7.92,49.9,8.0075,14.33118875,55,7,8,7,3,12.83080608,20,65,8.2,7,20.52934586,3,LL,ModeratelyDeep,SL,F,SL,F
B3_4,1873.628383,100,5,0,0,148,0,2,6,2,2,4,2,70,3,7.6,0,7,0.315847167,3,7,3,3,5,3,3,3,70.23648649,8.190540541,8.888926529,70,3,8.2,7,3,9.024204783,3,75,8.6,8,10.49185197,3,CL,VeryDeep,SL,F,SL,F
B3_5,1893.745428,35,1,1,0,178,0,2,6,3,2,4,3,45,15,7.8,3,5,0.496164922,2,5,2,2,4,2,3,15.99438202,46.85393258,7.968539326,14.54869312,35,19,8,5,3,17.23838077,19,70,8.2,6,17.54675254,3,CL,Deep,L,VF,L,VF
B3_6,1867.837113,270,6,1,1,169,0,2,6,2,2,4,2,70,5,7.6,1,5,0.257171454,3,7,3,3,5,3,3,10.82248521,58.84615385,8.468639053,11.46514059,55,18,8.2,7,3,11.75090901,18,65,8.8,8,11.75090901,3,VV,VeryDeep,SL,F,SL,F
B3_7,1874.847598,260,5,0,2,135,0,2,6,3,2,4,2,65,3,7.6,0,6,0.372491786,3,6,3,3,5,3,3,4.896296296,73.25925926,8.234074074,7.808299479,70,5,8.2,8,3,9.155303766,7,80,8.4,8,9.285436264,3,CC,VeryDeep,SL,F,SL,F
B3_8,1878.200439,246,1,0,2,95,0,2,5,3,2,3,2,70,5,7.3,0,5,0.339085325,2,5,3,2,3,2,2,9.736842105,70.31578947,8.211578947,9.235518304,75,10,8.2,6,3,8.284689241,10,75,8.4,7,11.35524954,4,LV,Deep,SL,VF,SL,VF
B3_9,1874.847598,35,5,0,4,200,1,2,5,2,2,4,2,70,5,7.6,1,7,0.67460133,2,6,2,3,5,2,3,5.7,79.65,8.372,5.416702921,80,5,8.4,7,3,5.079667113,7,80,8.4,7,5.635062899,3,CL,ModeratelyDeep,SL,F,LS,F
B4_1,1888.258961,190,4,0,5,11,0,2,6,2,2,4,2,70,5,7.8,3,11,9.155303766,2,6,2,2,4,2,3,5,70,7.8,9.155303766,70,5,7.8,6,3,9.155303766,.,.,.,.,.,.,CL,VeryShallow,SL,F,SL,F
B4_10,1874.542794,230,1,3,1,56,0,3,5,2,3,4,2,80,8,8.1,3,5,4.231293194,3,7,2,2,6,2,4,10.92857143,75.44642857,8.191071429,8.269667337,75,10,8.2,7,4,8.284689241,12,75,8.2,7,8.638339797,4,LV,VeryShallow,LS,F,SL,F
B4_2,1881.248476,110,11,0,2,7,0,2,6,2,2,4,2,60,5,7.6,2,7,1.460885539,2,6,2,2,4,2,2,5,60,7.6,11.68708431,60,5,7.6,6,2,11.68708431,.,.,.,.,.,.,VV,ModeratelyDeep,SL,F,SL,F
B4_3,1877.590832,210,6,0,1,69,0,2,5,2,2,3,2,60,3,7.6,2,5,8.459203036,2,6,2,2,4,3,3,3,70.28985507,7.805797101,8.774904071,70,3,7.8,6,3,9.024204783,3,80,8,7,9.024204783,3,VV,VeryShallow,SL,F,SL,F
B4_4,1890.697391,220,5,0,0,153,0,2,5,2,2,3,2,60,5,7.8,3,5,0.846890167,2,6,2,2,5,2,4,4.790849673,64.83660131,8.351633987,10.43256856,60,5,8.2,6,4,11.68708431,7,75,8.6,7,11.68708431,4,CL,ModeratelyDeep,SL,F,SL,F
B4_6,1880.638869,160,6,0,2,47,0,2,5,2,2,3,2,65,5,7.6,2,6,0.410369654,2,6,2,2,4,2,3,5,69.36170213,7.774468085,9.322425775,70,5,7.8,6,3,9.155303766,5,70,7.8,6,9.155303766,3,VV,VeryDeep,SL,F,SL,F
B4_7,1877.590832,310,1,0,1,176,0,1,6,2,2,4,2,75,5,7.4,0,5,0.790461066,2,6,2,2,4,2,4,5.988636364,77.38636364,8.221590909,6.475497005,75,7,8,6,4,7.768319141,7,80,8.5,8,7.768319141,4,LL,Shallow,SL,VF,SL,F
B4_8,1888.258961,200,5,0,0,200,1,2,6,2,2,4,2,65,5,7.8,2,6,0.356741801,2,7,2,2,5,2,3,5,67.05,8.176,9.922498129,70,5,8.2,7,3,9.155303766,5,70,8.2,7,11.68708431,3,VV,VeryDeep,SL,F,SL,F
B4_9,1891.611802,260,10,0,4,7,0,2,6,2,2,5,2,60,5,7.8,2,7,0.409047951,2,6,2,2,5,2,2,5,60,7.8,11.68708431,60,5,7.8,6,2,11.68708431,.,.,.,.,.,.,VV,VeryDeep,SL,F,SL,F
IL1_1,1871.189954,110,12,0,2,40,0,2,6,2,2,4,2,60,5,6.6,0,4,1.168708431,2,5,3,2,4,2,2,5,62,7.64,11.19802105,65,5,8.2,7,4,10.46442617,5,65,8.2,7,11.68708431,4,CV,Shallow,SL,VF,SL,VF
IL1_10,1878.200439,200,12,0,1,95,0,2,6,2,2,4,2,60,7,7.8,1,5,7.213752406,2,6,2,2,4,2,3,7,62.21052632,8.084210526,11.04318365,60,7,8.1,6,3,11.54200385,7,70,8.1,6,11.54200385,3,CC,VeryShallow,SL,F,SL,F
IL1_3,1884.90612,270,1,1,3,200,1,2,6,2,2,4,2,70,7,8.2,3,7,0.684190041,2,6,2,2,4,2,3,7,60.725,7.97,11.46487442,65,7,8.1,6,3,10.44264508,7,65,8.1,6,12.83080608,3,LL,ModeratelyDeep,SL,F,SL,F
IL1_4,1878.505243,110,4,1,2,96,0,2,5,2,2,3,2,65,7,7.6,0,7,0.365492578,2,8,2,2,4,2,4,6.125,57.96875,8.404166667,12.36058967,50,7,8.4,6,3,14.56164285,7,65,8.6,8,14.56164285,4,CC,VeryDeep,SL,VF,SL,CO
IL1_5,1875.762009,310,4,1,2,121,0,2,6,2,2,4,2,60,5,6.5,0,8,0.973923693,2,7,2,2,5,2,3,7.975206612,67.02479339,8.028099174,9.826620173,60,10,8.4,7,3,11.35524954,10,80,8.4,8,11.35524954,4,VV,ModeratelyDeep,SL,F,SL,F
IL1_8,1876.981224,200,2,1,2,148,0,2,5,2,2,4,2,70,7,7.2,0,7,0.537173999,2,6,2,2,4,2,3,6.824324324,68.04054054,8.037837838,9.556387883,60,7,8,5,3,11.54200385,7,80,8.3,6,11.54200385,4,LV,Deep,SL,VF,SL,F
IL1_9,1863.874665,190,18,1,5,8,0,2,5,2,2,4,2,65,10,7.8,3,8,0.56385969,2,5,2,2,4,2,3,10,65,7.8,10.43140426,65,10,7.8,5,3,10.43140426,.,.,.,.,.,.,VV,Deep,SL,MIX,SL,MIX
IL2_1,1862.045842,280,7,0,5,9,0,2,6,2,2,4,2,70,5,7.8,3,9,9.155303766,2,6,2,2,4,2,3,5,70,7.8,9.155303766,70,5,7.8,6,3,9.155303766,.,.,.,.,.,.,LV,VeryShallow,SL,F,SL,F
IL2_10,1873.018776,10,5,0,1,74,0,2,6,2,2,4,2,70,7,6.6,0,5,0.829056809,2,6,2,2,5,2,3,6.864864865,74.18918919,8.07027027,8.005545398,75,7,8.2,6,3,7.768319141,7,75,8.4,8,9.285436264,3,CL,ModeratelyDeep,SL,F,SL,F
IL2_2,1879.11485,260,3,1,1,58,0,2,6,2,2,3,2,60,5,7.6,2,5,0.789667859,2,6,3,2,4,3,3,6.120689655,51.98275862,8.193103448,14.12455081,55,10,8.4,7,4,12.46052744,10,55,8.4,7,14.97004172,4,LV,ModeratelyDeep,SL,VF,SL,F
IL2_3,1887.649354,90,4,0,0,200,1,2,6,2,2,4,2,55,7,6.4,0,4,0.884883178,3,7,2,3,5,2,3,6.29,51.1,8.058,14.37173352,50,5,8.2,7,3,14.97004172,10,60,8.6,8,14.97004172,4,LV,ModeratelyDeep,SL,F,SL,F
IL2_4,1876.67642,290,3,1,1,43,0,2,5,2,2,3,2,65,7,7.6,2,8,0.417705803,2,5,2,2,4,2,3,7,53.95348837,7.995348837,13.7233382,60,7,8.2,5,3,11.54200385,7,60,8.2,5,16.67161622,3,CL,VeryDeep,SL,F,SL,F
IL2_5,1869.970739,70,3,0,0,200,1,2,6,2,2,4,2,70,5,7.6,0,6,1.277484246,3,6,2,3,4,2,3,19.195,60.5,8.154,9.399306721,50,30,8.2,6,3,11.78548214,38,80,8.2,8,12.62060452,3,VV,Shallow,SL,F,LS,F
IL2_7,1875.457206,130,4,1,1,59,0,2,5,2,2,4,2,70,7,7.6,1,7,0.324990269,2,5,3,2,4,2,4,7.508474576,70,8.013559322,9.320669855,70,7,8,6,4,9.285436264,10,70,8.6,7,9.493314452,4,LL,VeryDeep,SL,F,SL,F
IL2_8,1891.306998,180,3,1,1,46,0,3,6,2,3,4,2,60,5,7,0,6,1.188517048,3,6,3,3,4,2,3,5,55.65217391,7.6,12.9201747,55,5,8.2,8,4,13.10513826,5,55,8.2,8,13.10513826,4,CC,ModeratelyDeep,SL,F,SL,VF
IL2_9,1868.751524,210,10,1,2,56,0,2,5,2,2,3,2,75,5,7.8,2,8,1.292232004,2,6,2,3,4,3,3,5,62.14285714,8.142857143,11.07897713,60,5,8.2,6,3,11.68708431,5,60,8.2,6,11.68708431,3,VV,Shallow,SL,F,SL,F
IL3_1,1887.649354,70,2,1,1,34,0,2,5,2,2,3,2,40,5,7.6,2,6,3.435831925,3,6,2,3,4,2,3,6.647058824,40,7.923529412,19.03846918,40,7,8.1,6,3,18.94605953,7,40,8.1,6,18.94605953,3,LL,Shallow,SiL,F,SiL,F
IL3_10,1885.515728,290,5,1,4,154,0,2,6,2,2,4,2,55,5,7,2,7,0.865433659,2,7,2,2,5,2,3,5.025974026,67.37012987,8.159090909,9.84387819,70,5,8.1,7,2,9.155303766,7,75,8.6,8,10.46442617,4,LV,Deep,SL,F,SL,F
IL3_2,1884.90612,200,6,0,2,181,0,1,5,2,1,3,2,75,5,7.6,0,5,0.241244611,2,5,3,2,4,2,4,5,79.86187845,8.239779006,5.144602663,80,5,8.2,5,4,5.079667113,5,80,8.4,6,5.079667113,4,LV,VeryDeep,LS,F,LS,F
IL3_3,1875.762009,300,5,1,3,200,1,2,6,2,2,4,2,65,5,7.4,0,6,0.346887055,2,7,3,2,5,3,3,5.94,68.15,8.262,9.555684813,75,7,8.2,7,3,7.768319141,7,75,8.4,7,11.68708431,3,LV,VeryDeep,SL,VF,SL,VF
IL3_4,1905.937576,14,3,1,3,146,0,2,5,2,2,3,2,35,12,6.6,0,4,0.390082872,2,6,2,2,4,2,4,14.47945205,58.93835616,7.58630137,11.86414654,70,12,7.6,6,4,9.643319988,18,75,8.2,6,15.39771965,4,VV,VeryDeep,SL,F,SL,F
IL3_6,1889.478176,180,5,1,1,74,0,2,5,2,2,4,2,70,7,7.6,0,7,0.44519215,2,5,3,3,4,2,3,7,70,8.091891892,9.285436264,70,7,8.3,7,4,9.285436264,7,70,8.3,7,9.285436264,4,LL,Deep,SL,F,SL,F
IL3_7,1884.90612,230,5,1,1,27,0,2,5,2,2,4,2,70,7,7.4,0,4,0.501915474,3,5,3,2,4,2,3,7,62.96296296,7.981481481,10.87339123,60,7,8.1,5,3,11.54200385,7,70,8.1,5,11.54200385,3,CC,ModeratelyDeep,SL,F,SL,F
IL3_9,1877.895635,150,2,1,1,106,0,2,6,2,2,4,2,80,7,7.8,1,6,1.2522362,2,6,3,2,5,3,3,6.603773585,71.55660377,8.216981132,8.711291101,70,7,8.2,6,3,9.285436264,7,75,8.4,8,9.285436264,4,CL,Shallow,LS,F,SL,F
IL4_10,1895.879054,90,10,1,5,200,1,2,6,2,2,4,2,60,3,7.4,2,7,2.59063093,2,8,3,2,5,2,3,3,69.55,8.168,8.941012396,65,3,8,7,3,10.49185197,3,75,8.4,8,10.49185197,4,VV,Shallow,SL,VF,SL,VF
IL4_2,1867.837113,240,5,0,2,200,1,2,7,2,2,5,2,70,5,7.8,2,7,0.320435632,2,8,2,2,6,2,3,5,71.4,8.316,8.336958021,70,5,8.2,7,3,9.155303766,5,80,8.4,8,10.46442617,3,VV,VeryDeep,SL,F,SL,F
IL4_3,1882.772495,60,8,1,1,25,0,2,5,2,2,3,2,40,3,7.8,2,6,0.597082519,3,6,2,3,4,2,3,12.12,36.2,8.028,18.84678145,35,15,8.1,6,3,18.5133175,15,35,8.1,6,18.5133175,3,LV,VeryDeep,SiL,F,L,F
IL4_4,1893.745428,200,5,1,6,15,0,3,7,3,3,5,2,65,7,7.6,2,7,2.923940622,3,6,3,3,5,2,3,7,67.66666667,7.706666667,9.825467045,70,7,7.8,6,3,9.285436264,7,70,7.8,6,9.285436264,3,CL,Shallow,SL,MIX,SL,MIX
IL4_5,1870.88515,80,8,1,1,23,0,2,6,2,2,4,2,75,7,7.8,2,6,3.107327656,2,5,3,2,4,2,3,5.52173913,78.69565217,8.02173913,5.781054599,80,5,8.1,5,3,5.079667113,5,80,8.1,5,5.079667113,3,VV,VeryShallow,SL,F,LS,F
IL4_7,1869.056328,180,1,0,1,200,1,2,5,2,2,3,2,60,3,7.4,2,6,3.089448065,3,6,2,3,4,2,3,7.355,63.125,8.176,10.82794286,60,7,8.2,6,3,11.54200385,10,70,8.2,7,11.54200385,3,VV,VeryShallow,SL,F,SL,F
IL4_8,1885.515728,260,11,0,6,10,0,2,7,2,2,5,2,70,5,8.1,2,10,0.457765188,2,7,2,2,5,2,2,5,70,8.1,9.155303766,70,5,8.1,7,2,9.155303766,.,.,.,.,.,.,VV,VeryDeep,SL,F,SL,F
IL4_9,1888.258961,300,8,0,0,32,0,2,6,2,2,4,2,65,5,7.6,2,9,9.417983553,2,6,2,2,4,2,3,3.5625,65,7.74375,10.48413846,65,3,7.8,6,3,10.49185197,3,65,7.8,6,10.49185197,3,CC,VeryShallow,SL,F,SL,F
M1_1,1890.697391,191,3,0,0,182,0,2,6,2,2,4,2,80,7,7.8,1,8,0.247695072,2,7,2,2,5,2,3,7.857142857,70.71428571,8.314285714,8.935579601,75,7,8.2,6,2,7.768319141,10,75,8.6,7,10.43140426,3,CC,VeryDeep,LS,F,SL,F
M1_10,1878.810046,320,5,1,0,200,1,2,6,2,2,4,2,70,7,7.3,1,6,0.325804781,2,6,2,2,4,2,2,7.26,68.85,8.016,9.384031538,70,7,8,6,2,9.285436264,10,75,8.1,7,11.35524954,3,LL,VeryDeep,SL,F,SL,F
M1_2,1894.964643,321,2,1,1,187,0,2,5,2,2,4,2,70,5,8,2,4,0.183106075,2,6,2,2,4,2,4,5,70,8.195721925,9.155303766,70,5,8.2,6,3,9.155303766,5,70,8.2,7,9.155303766,4,LL,VeryDeep,SL,F,SL,F
M1_4,1888.258961,270,2,1,1,171,0,1,5,2,2,4,1,80,5,7.6,0,4,0.108655981,2,7,2,2,5,3,3,5.339181287,79.15204678,8.246783626,5.53563734,75,7,8.2,6,3,7.768319141,7,80,8.4,7,7.768319141,3,LV,VeryDeep,LS,F,LS,M
M1_5,1863.874665,220,1,0,0,131,0,2,6,2,2,4,2,60,7,6.6,0,6,0.404982591,3,6,2,3,4,2,3,18.22137405,44.73282443,7.992366412,14.37788826,40,25,8.2,7,3,14.20748947,25,65,8.2,7,17.61520455,3,CC,VeryDeep,SL,F,L,F
M1_6,1894.659839,0,2,1,1,181,0,2,7,2,2,4,2,70,5,7.6,2,9,0.628990335,2,8,2,2,6,2,4,6.900552486,74.75138122,8.274033149,7.837285227,75,7,8.2,7,3,7.768319141,7,75,8.4,8,7.768319141,4,CC,Deep,SL,VF,SL,VF
M1_7,1894.964643,340,5,1,1,200,1,2,5,2,2,4,1,70,5,7.5,3,8,0.40465431,2,5,2,2,4,2,3,7.375,65.25,7.79,10.20027801,70,5,8,5,3,9.155303766,10,70,8,6,11.35524954,3,LV,VeryDeep,SL,F,SL,F
M1_8,1875.152402,330,1,1,0,171,0,2,5,2,2,3,2,75,7,8,3,7,0.27189117,2,7,2,2,4,2,3,6.771929825,72.39766082,8,8.454670211,70,7,8,6,3,9.285436264,10,75,8,7,9.493314452,3,CL,VeryDeep,SL,F,SL,F
M2_1,1872.713972,60,5,1,1,112,0,2,6,3,2,4,2,70,15,6.6,0,4,0.353061646,2,6,3,2,5,3,3,12.54464286,67.63392857,8.128571429,9.975897477,70,10,8.2,6,3,9.493314452,15,70,8.6,8,10.48349657,4,CV,Deep,SL,F,SL,F
M2_10,1883.686906,350,3,0,1,200,1,2,6,2,2,6,2,75,5,7.6,2,6,0.247677801,2,7,2,2,7,2,3,3.56,74.025,8.0855,7.478611965,75,3,8,7,3,7.092383724,5,80,8.2,8,9.155303766,3,LL,VeryDeep,SL,F,LS,F
M2_3,1864.179468,40,5,0,1,63,0,2,5,2,2,4,2,80,7,7.4,0,5,0.140876572,2,6,2,2,4,2,3,9.19047619,80,7.987301587,6.283632432,80,10,8.1,6,3,6.523321172,10,80,8.6,7,6.523321172,3,LL,VeryDeep,LS,F,LS,F
M2_5,1892.831017,20,1,1,1,176,0,2,6,2,2,3,2,70,5,7.6,1,4,0.581289128,2,7,2,2,4,2,3,5.840909091,69.48863636,8.234090909,9.233855145,70,5,8.2,7,3,9.155303766,7,75,8.4,7,11.68708431,3,LV,ModeratelyDeep,SL,F,SL,VF
M2_6,1859.607413,10,4,1,0,186,0,2,6,2,2,4,2,70,5,7.4,3,7,0.3641314,3,7,2,3,4,2,3,10.56989247,63.30645161,7.54516129,9.977830412,75,5,7.6,7,3,7.430334021,18,80,7.6,7,14.05416649,3,LL,VeryDeep,SL,F,SL,F
M2_7,1873.32358,310,1,0,1,200,1,2,5,2,2,5,2,60,5,8.1,3,8,0.502670293,2,7,2,2,7,2,3,5.48,78,8.035,5.989240288,80,5,8.1,6,3,5.079667113,7,80,8.1,7,7.768319141,3,LV,VeryDeep,SL,F,LS,F
M2_8,1885.820532,240,4,0,0,200,1,2,6,2,2,4,1,75,5,7.6,2,6,0.222910021,2,6,2,2,4,2,3,4.98,68.475,8.155,8.895586484,75,3,8.2,7,3,7.092383724,7,80,8.2,7,11.54200385,3,LV,VeryDeep,SL,F,SL,F
M2_9,1894.964643,310,2,1,1,180,0,1,6,2,2,3,2,80,5,7.4,0,5,0.126991678,2,7,2,2,5,2,3,6.944444444,76.55555556,8.234444444,6.876986064,70,7,8,6,3,9.285436264,7,80,8.4,7,9.285436264,3,VV,VeryDeep,LS,F,LS,F
M3_1,1875.457206,0,3,0,2,186,0,2,6,2,2,4,2,55,5,7.6,2,8,0.563661861,3,7,2,3,5,2,3,4.064516129,70.24193548,8.258602151,8.727791438,75,3,8.2,7,3,7.092383724,5,75,8.6,7,11.68708431,3,LL,VeryDeep,SL,F,SL,F
M3_2,1881.858083,70,5,1,1,91,0,2,5,2,2,4,2,60,7,7,0,5,0.634176036,3,6,2,3,4,2,3,6.318681319,71.59340659,8.21978022,8.269170297,70,7,8.2,6,3,9.285436264,7,80,8.6,8,10.44264508,3,CC,ModeratelyDeep,SL,F,SL,F
M3_3,1871.799561,5,5,0,2,170,0,2,6,2,2,4,2,65,5,7.6,2,7,0.430888136,2,7,3,2,5,2,4,5,72.23529412,8.272941176,8.34989457,70,5,8.2,6,3,9.155303766,5,75,8.4,7,10.46442617,4,VV,VeryDeep,SL,F,SL,F
M3_5,1874.847598,310,3,1,1,183,0,2,6,2,2,4,2,55,12,7.6,1,7,0.468388575,2,7,2,2,5,2,3,3.584699454,69.3989071,8.396721311,8.943798533,75,3,8.2,7,3,7.092383724,5,75,8.8,7,14.97004172,3,VV,VeryDeep,SL,F,SL,F
M3_7,1891.002195,240,3,1,1,189,0,2,6,2,2,6,2,85,5,8,1,6,0.080722317,2,6,2,2,6,2,3,5,75.31746032,8.224338624,7.179166276,75,5,8.2,6,3,7.430334021,5,80,8.4,6,9.155303766,3,LV,VeryDeep,LS,F,LS,F
M3_8,1867.837113,340,2,1,1,186,0,2,6,2,2,4,2,55,7,7.4,1,6,0.41389697,3,8,2,3,5,2,3,11.16666667,60.61827957,8.424731183,11.17996223,60,10,8.2,8,3,11.35524954,15,70,8.8,8,11.96809109,3,LV,VeryDeep,SL,F,SL,F
