id,top,bottom,Horizon,DryHue,DryValue,DryChroma,MoistHue,MoistValue,MoistChroma,Texture,SandPercent,SandSize,ClayPercent,pH,Effervescence,Theta_fc,Theta_pwp,AWHC,HzNum,Elevation,Aspect,Slope,SlopeShape,CarbonateStage,BioticCrustClass
M1_5,131,131,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
M1_6,0,9,A,7.5YR,7,4,7.5YR,4,4,SL,70,VF,5,7.6,SL,0.144918306,0.053365269,9.155303766,,1894.659839,0,2,CC,1,1
M1_6,9,87,B,7.5YR,7,6,7.5YR,4,4,SL,75,VF,7,8.2,ST,0.129567114,0.051883922,7.768319141,,NA,NA,NA,NA,NA,NA
M1_6,87,181,B2,7.5YR,8,4,7.5YR,6,4,SL,75,VF,7,8.4,VE,0.129567114,0.051883922,7.768319141,,NA,NA,NA,NA,NA,NA
M1_7,0,8,A,7.5YR,5,3,7.5YR,4,2,SL,70,F,5,7.5,ST,0.144918306,0.053365269,9.155303766,,1894.964643,340,5,LV,1,1
M1_7,8,23,B,7.5YR,6,3,7.5YR,4,3,SL,70,F,5,8,ST,0.144918306,0.053365269,9.155303766,,NA,NA,NA,NA,NA,NA
M1_7,23,105,B2,7.5YR,5,4,7.5YR,4,3,SL,70,F,5,8,ST,0.144918306,0.053365269,9.155303766,,NA,NA,NA,NA,NA,NA
M1_7,105,200,B3,7.5YR,5,4,7.5YR,4,4,SL,60,F,10,7.6,ST,0.18588602,0.072333525,11.35524954,,NA,NA,NA,NA,NA,NA
M1_8,0,7,A,7.5YR,5,4,7.5YR,3,3,SL,75,F,7,8,ST,0.129567114,0.051883922,7.768319141,,1875.152402,330,1,LC,1,0
M1_8,7,59,Bw,7.5YR,6,4,7.5YR,4,4,SL,70,F,7,8,ST,0.151075306,0.058220943,9.285436264,,NA,NA,NA,NA,NA,NA
M1_8,59,96,AB,7.5YR,5,4,7.5YR,4,4,SL,70,F,10,8,ST,0.160883369,0.065950224,9.493314452,,NA,NA,NA,NA,NA,NA
M1_8,96,171,C,7.5YR,7,4,7.5YR,4,4,LS,75,F,5,8,ST,0.121022648,0.046719307,7.430334021,,NA,NA,NA,NA,NA,NA
M1_10,0,6,A,7.5YR,6,4,7.5YR,4,3,SL,70,F,7,7.3,VS,0.151075306,0.058220943,9.285436264,,1878.810046,320,5,LL,1,0
M1_10,6,126,B,7.5YR,6,4,7.5YR,4,4,SL,70,F,7,8,SL,0.151075306,0.058220943,9.285436264,,NA,NA,NA,NA,NA,NA
M1_10,126,160,BC,7.5YR,7,4,7.5YR,5,4,LS,75,F,5,8.1,ST,0.121022648,0.046719307,7.430334021,,NA,NA,NA,NA,NA,NA
M1_10,160,200,Ab,7.5YR,6,4,7.5YR,4,4,SL,60,F,10,8.1,ST,0.18588602,0.072333525,11.35524954,,NA,NA,NA,NA,NA,NA
M2_1,0,4,A,7.5YR,6,6,7.5YR,4,4,SL,70,F,15,6.6,NE,0.178985018,0.080127757,9.885726076,,1872.713972,60,5,VC,1,1
M2_1,4,23,B,7.5YR,6,6,7.5YR,4,6,SL,65,F,15,7.4,NE,0.188206748,0.083371782,10.48349657,,NA,NA,NA,NA,NA,NA
M2_1,23,78,B2,7.5YR,6,6,7.5YR,5,6,SL,70,F,10,8.2,ST,0.160883369,0.065950224,9.493314452,,NA,NA,NA,NA,NA,NA
M2_1,78,112,Cr,7.5YR,8,3,7.5YR,6,4,SL,65,F,15,8.6,VE,0.188206748,0.083371782,10.48349657,,NA,NA,NA,NA,NA,NA
M2_3,0,5,A,7.5YR,5,4,7.5YR,4,3,LS,80,F,7,7.4,NE,0.104209268,0.047858639,5.635062899,,1864.179468,40,5,LL,0,1
M2_3,5,13,B,7.5YR,5,4,7.5YR,4,3,LS,80,F,7,7.4,NE,0.104209268,0.047858639,5.635062899,,NA,NA,NA,NA,NA,NA
M2_3,13,59,B,7.5YR,6,4,7.5YR,4,4,LS,80,F,10,8.1,ST,0.120922531,0.055689319,6.523321172,,NA,NA,NA,NA,NA,NA
M2_3,59,63,BC,7.5YR,7,4,7.5YR,5,6,LS,80,F,7,8.6,ST,0.104209268,0.047858639,5.635062899,,NA,NA,NA,NA,NA,NA
M2_3,63,63,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
M2_5,0,4,A,7.5YR,6,3,7.5YR,3,4,SL,70,F,5,7.6,VS,0.144918306,0.053365269,9.155303766,,1892.831017,20,1,VL,1,1
M2_5,4,36,AB,7.5YR,6,4,7.5YR,4,4,SL,75,F,7,8.2,ST,0.129567114,0.051883922,7.768319141,,NA,NA,NA,NA,NA,NA
M2_5,36,88,B,7.5YR,7,4,7.5YR,5,4,SL,70,VF,5,8.2,ST,0.144918306,0.053365269,9.155303766,,NA,NA,NA,NA,NA,NA
M2_5,88,134,B2,7.5YR,6,3,7.5YR,4,4,SL,60,VF,5,8.2,ST,0.178911483,0.06204064,11.68708431,,NA,NA,NA,NA,NA,NA
M2_5,134,176,C,7.5YR,7,3,7.5YR,4,4,SL,75,MIX,7,8.4,ST,0.129567114,0.051883922,7.768319141,,NA,NA,NA,NA,NA,NA
M2_6,0,7,A,7.5YR,6,4,7.5YR,4,4,SL,70,F,5,7.4,ST,0.144918306,0.053365269,9.155303766,,1859.607413,10,4,LL,1,0
M2_6,7,70,B,5YR,7,4,5YR,5,4,SL,75,F,5,7.6,ST,0.121022648,0.046719307,7.430334021,,NA,NA,NA,NA,NA,NA
M2_6,70,90,Ab,5YR,6,4,5YR,4,3,SL,70,F,10,7.4,SL,0.160883369,0.065950224,9.493314452,,NA,NA,NA,NA,NA,NA
M2_6,90,114,C,5YR,7,3,5YR,5,4,LS,80,F,5,7.4,SL,0.093772599,0.042975928,5.079667113,,NA,NA,NA,NA,NA,NA
M2_6,114,186,Ab2,7.5YR,5,4,7.5YR,4,4,L,45,F,18,7.6,ST,0.228655334,0.088113669,14.05416649,,NA,NA,NA,NA,NA,NA
M2_7,0,8,A,7.5YR,5,4,7.5YR,5,4,SL,60,F,5,8.1,ST,0.178911483,0.06204064,11.68708431,,1873.32358,310,1,LV,0,1
M2_7,8,70,Bw,7.5YR,6,4,7.5YR,6,4,LS,80,F,5,8.1,ST,0.093772599,0.042975928,5.079667113,,NA,NA,NA,NA,NA,NA
M2_7,70,118,Ab,7.5YR,5,4,7.5YR,5,4,SL,75,F,7,8,ST,0.129567114,0.051883922,7.768319141,,NA,NA,NA,NA,NA,NA
M2_7,118,200,C,7.5YR,7,4,7.5YR,7,4,LS,80,F,5,8,ST,0.093772599,0.042975928,5.079667113,,NA,NA,NA,NA,NA,NA
M2_8,0,6,A,7.5YR,6,3,7.5YR,4,2,SL,75,F,5,7.6,SL,0.121022648,0.046719307,7.430334021,,1885.820532,240,4,VL,0,0
M2_8,6,33,B,7.5YR,6,4,7.5YR,4,4,LS,80,M,3,8,SL,0.083890239,0.038355544,4.553469578,,NA,NA,NA,NA,NA,NA
M2_8,33,104,BC,7.5YR,7,4,7.5YR,5,4,LS,75,M,3,8.2,ST,0.112720965,0.041797128,7.092383724,,NA,NA,NA,NA,NA,NA
M2_8,104,200,Ab,7.5YR,6,4,7.5YR,4,4,SL,60,F,7,8.2,ST,0.181338524,0.065918486,11.54200385,,NA,NA,NA,NA,NA,NA
M2_9,0,5,A,10YR,6,4,7.5YR,3,3,LS,80,F,5,7.4,NE,0.093772599,0.042975928,5.079667113,,1894.964643,310,2,VV,1,1
M2_9,5,67,B,7.5YR,6,6,5YR,4,4,SL,70,F,7,8,ST,0.151075306,0.058220943,9.285436264,,NA,NA,NA,NA,NA,NA
M2_9,67,180,B2,7.5YR,7,4,7.5YR,5,4,LS,80,F,7,8.4,ST,0.104209268,0.047858639,5.635062899,,NA,NA,NA,NA,NA,NA
M2_10,0,6,A,7.5YR,6,4,7.5YR,6,4,SL,75,F,5,7.6,SL,0.121022648,0.046719307,7.430334021,,1883.686906,350,3,LL,0,1
M2_10,6,17,B,7.5YR,7,4,7.5YR,7,4,LS,80,F,3,7.8,ST,0.083890239,0.038355544,4.553469578,,NA,NA,NA,NA,NA,NA
M2_10,17,73,B2,7.5YR,7,4,7.5YR,7,4,LM,75,M,3,8,ST,0.112720965,0.041797128,7.092383724,,NA,NA,NA,NA,NA,NA
M2_10,73,110,B3,5YR,8,4,5YR,8,4,LS,75,F,3,8.1,ST,0.112720965,0.041797128,7.092383724,,NA,NA,NA,NA,NA,NA
M2_10,110,150,B4,7.5YR,7,4,7.5YR,7,4,LS,75,F,3,8.2,ST,0.112720965,0.041797128,7.092383724,,NA,NA,NA,NA,NA,NA
M2_10,150,200,B5,7.5YR,7,4,7.5YR,7,4,SL,70,F,5,8.2,ST,0.144918306,0.053365269,9.155303766,,NA,NA,NA,NA,NA,NA
M3_1,0,8,A,7.5YR,6,4,7.5YR,4,3,SL,55,F,5,7.6,SL,0.193537487,0.062486104,13.10513826,,1875.457206,0,3,LL,0,2
M3_1,8,35,B,5YR,7,4,5YR,5,6,SL,60,F,5,8.1,ST,0.178911483,0.06204064,11.68708431,,NA,NA,NA,NA,NA,NA
M3_1,35,76,B2,5YR,7,4,5YR,6,6,LS,75,F,3,8.2,ST,0.112720965,0.041797128,7.092383724,,NA,NA,NA,NA,NA,NA
M3_1,76,140,B3,5YR,7,4,5YR,5,4,SL,70,F,5,8.2,ST,0.144918306,0.053365269,9.155303766,,NA,NA,NA,NA,NA,NA
M3_1,140,186,B4,5YR,7,4,5YR,5,4,LS,75,F,3,8.6,ST,0.112720965,0.041797128,7.092383724,,NA,NA,NA,NA,NA,NA
M3_2,0,5,A,7.5YR,5,4,7.5YR,4,4,SL,60,F,7,7,NE,0.181338524,0.065918486,11.54200385,,1881.858083,70,5,CC,1,1
M3_2,5,28,B,5YR,5,6,5YR,4,4,SL,65,F,7,8,ST,0.167764684,0.063338233,10.44264508,,NA,NA,NA,NA,NA,NA
M3_2,28,60,B2,5YR,6,4,5YR,4,4,SL,70,F,7,8.2,ST,0.151075306,0.058220943,9.285436264,,NA,NA,NA,NA,NA,NA
M3_2,60,91,C,7.5YR,8,1,7.5YR,6,4,LS,80,MIX,5,8.6,ST,0.093772599,0.042975928,5.079667113,,NA,NA,NA,NA,NA,NA
M3_3,0,7,A,7.5YR,6,4,7.5YR,4,4,SL,65,F,5,7.6,SL,0.16366872,0.059024459,10.46442617,,1871.799561,5,5,VV,0,2
M3_3,7,14,B,7.5YR,7,6,7.5YR,4,4,SL,65,F,5,8,SL,0.16366872,0.059024459,10.46442617,,NA,NA,NA,NA,NA,NA
M3_3,14,80,Bw,7.5YR,6,6,7.5YR,4,4,SL,70,F,5,8.2,ST,0.144918306,0.053365269,9.155303766,,NA,NA,NA,NA,NA,NA
M3_3,80,170,C,7.5YR,7,6,7.5YR,5,4,SL,75,F,5,8.4,VE,0.121022648,0.046719307,7.430334021,,NA,NA,NA,NA,NA,NA
M3_5,0,7,A,7.5YR,6,4,7.5YR,4,4,FSL,55,F,12,7.6,VS,0.199256453,0.076806297,12.2450156,,1874.847598,310,3,VV,1,1
M3_5,7,29,B,7.5YR,6,6,7.5YR,4,6,FSL,50,F,5,8.2,SL,0.210873721,0.061173304,14.97004172,,NA,NA,NA,NA,NA,NA
M3_5,29,116,C,7.5YR,7,4,7.5YR,5,4,LS,75,M,3,8.2,ST,0.112720965,0.041797128,7.092383724,,NA,NA,NA,NA,NA,NA
M3_5,116,183,C2,7.5YR,5,4,7.5YR,3,4,FSL,70,F,3,8.8,ST,0.138974053,0.048732005,9.024204783,,NA,NA,NA,NA,NA,NA
M3_7,0,6,A,7.5YR,6,4,7.5YR,6,4,LS,85,F,5,8,VS,0.070626535,0.045199005,2.542753,,1891.002195,240,3,VL,1,1
M3_7,6,35,Bw,7.5YR,6,4,7.5YR,6,4,SL,70,F,5,8.2,ST,0.144918306,0.053365269,9.155303766,,NA,NA,NA,NA,NA,NA
M3_7,35,160,B,7.5YR,6,4,7.5YR,6,4,LS,75,F,5,8.2,ST,0.121022648,0.046719307,7.430334021,,NA,NA,NA,NA,NA,NA
M3_7,160,189,Ab,7.5YR,6,4,7.5YR,6,4,LS,80,F,5,8.4,ST,0.093772599,0.042975928,5.079667113,,NA,NA,NA,NA,NA,NA
M3_8,0,6,A,7.5YR,6,4,7.5YR,4,3,SL,55,F,7,7.4,VS,0.194530427,0.066222367,12.83080608,,1867.837113,340,2,LV,1,1
M3_8,6,16,B,5YR,6,6,5YR,4,6,SL,60,F,5,7.8,ST,0.178911483,0.06204064,11.68708431,,NA,NA,NA,NA,NA,NA
M3_8,16,34,B2,5YR,7,4,5YR,4,6,SL,70,F,10,8,ST,0.160883369,0.065950224,9.493314452,,NA,NA,NA,NA,NA,NA
M3_8,34,79,B3,5YR,8,4,5YR,6,6,SL,60,F,10,8.2,ST,0.18588602,0.072333525,11.35524954,,NA,NA,NA,NA,NA,NA
M3_8,79,136,B4,5YR,6,4,5YR,5,4,SL,55,F,15,8.8,ST,0.203763404,0.084082493,11.96809109,,NA,NA,NA,NA,NA,NA
M3_8,136,186,B5,5YR,8,3,5YR,7,4,SL,65,F,10,8.6,ST,0.17465399,0.070339948,10.43140426,,NA,NA,NA,NA,NA,NA
M4_2,0,8,A,7.5YR,6,4,7.5YR,4,4,SL,60,F,3,7.4,VS,0.176876498,0.058447655,11.84288425,,1866.313094,40,15,VV,0,3
M4_2,8,20,B,7.5YR,6,4,7.5YR,4,4,SL,65,F,3,7.6,ST,0.159904349,0.054985829,10.49185197,,NA,NA,NA,NA,NA,NA
M4_2,20,31,B2,7.5YR,6,4,7.5YR,3,4,SL,70,F,5,7.6,ST,0.144918306,0.053365269,9.155303766,,NA,NA,NA,NA,NA,NA
M4_2,31,68,C,7.5YR,6,4,7.5YR,5,4,SL,70,F,3,8.2,ST,0.138974053,0.048732005,9.024204783,,NA,NA,NA,NA,NA,NA
M4_2,68,90,Ab,7.5YR,7,4,7.5YR,5,4,SL,65,F,5,8.2,ST,0.16366872,0.059024459,10.46442617,,NA,NA,NA,NA,NA,NA
M4_2,90,156,C2,7.5YR,8,4,7.5YR,6,4,SL,70,F,3,8.4,SL,0.138974053,0.048732005,9.024204783,,NA,NA,NA,NA,NA,NA
M4_2,156,200,Ab2,7.5YR,7,4,5YR,5,4,SL,50,F,5,8.4,VE,0.210873721,0.061173304,14.97004172,,NA,NA,NA,NA,NA,NA
M4_3,0,6,A,7.5YR,6,4,7.5YR,4,4,SL,70,F,5,7.8,SL,0.144918306,0.053365269,9.155303766,,1867.837113,300,2,LV,1,1
M4_3,6,17,B,5YR,6,6,5YR,5,6,SL,70,F,5,8.1,SL,0.144918306,0.053365269,9.155303766,,NA,NA,NA,NA,NA,NA
M4_3,17,55,B2,5YR,7,4,5YR,5,6,SL,70,F,7,8.4,ST,0.151075306,0.058220943,9.285436264,,NA,NA,NA,NA,NA,NA
M4_3,55,112,B3,5YR,6,6,5YR,5,6,SL,70,F,5,8.4,ST,0.144918306,0.053365269,9.155303766,,NA,NA,NA,NA,NA,NA
M4_3,112,165,Bk,5YR,8,2,5YR,8,4,L,50,MIX,20,8.6,VE,0.220450124,0.09560081,12.48493138,,NA,NA,NA,NA,NA,NA
M4_3,165,188,Btk,5YR,8,4,5YR,7,4,L,40,VF,23,8.6,VE,0.245075863,0.099249879,14.5825984,,NA,NA,NA,NA,NA,NA
M4_4,0,5,A,7.5YR,6,4,7.5YR,4,4,SL,65,F,5,7.8,VS,0.16366872,0.059024459,10.46442617,,1879.724457,10,4,LL,0,1
M4_4,5,41,B,5YR,6,6,5YR,5,4,SL,60,F,5,8,LS,0.178911483,0.06204064,11.68708431,,NA,NA,NA,NA,NA,NA
M4_4,41,130,CB,5YR,8,4,5YR,5,4,LS,75,F,3,8.2,ST,0.112720965,0.041797128,7.092383724,,NA,NA,NA,NA,NA,NA
M4_4,130,176,C,5YR,8,3,5YR,6,6,LS,80,MIX,3,8.2,ST,0.083890239,0.038355544,4.553469578,,NA,NA,NA,NA,NA,NA
M4_5,0,4,A,7.5YR,7,4,7.5YR,4,3,SL,75,M,10,7.6,NE,0.142929541,0.060082649,8.284689241,,1879.11485,270,2,VV,1,1
M4_5,4,43,B,5YR,7,6,5YR,4,4,LS,80,M,5,8.4,SL,0.093772599,0.042975928,5.079667113,,NA,NA,NA,NA,NA,NA
M4_5,43,190,C,5YR,6,4,5YR,6,6,SL,75,M,7,8.4,ST,0.129567114,0.051883922,7.768319141,,NA,NA,NA,NA,NA,NA
M4_6,0,5,A,5YR,6,4,5YR,4,3,SL,70,F,3,6.8,VS,0.138974053,0.048732005,9.024204783,,1858.693002,50,5,VV,1,2
M4_6,5,110,B,5YR,5,6,5YR,4,6,SL,65,F,3,8.2,ST,0.159904349,0.054985829,10.49185197,,NA,NA,NA,NA,NA,NA
M4_6,110,148,Bt,5YR,5,4,5YR,4,4,SCL,60,F,20,8,ST,0.208821797,0.098446217,11.03755795,,NA,NA,NA,NA,NA,NA
M4_6,148,159,CB,5YR,7,4,5YR,5,4,SL,65,CO,18,8.4,VE,0.197582579,0.092037649,10.55449308,,NA,NA,NA,NA,NA,NA
M4_6,159,159,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
M4_7,0,14,A,7.5YR,5,4,7.5YR,3,4,SL,50,F,5,8,VS,0.210873721,0.061173304,14.97004172,,1873.018776,70,10,LV,1,2
M4_7,14,24,B,5YR,6,4,5YR,4,6,SL,55,F,5,8.2,ST,0.193537487,0.062486104,13.10513826,,NA,NA,NA,NA,NA,NA
M4_7,24,60,C,5YR,8,2,5YR,6,4,SL,55,F,15,8.4,VE,0.203763404,0.084082493,11.96809109,,NA,NA,NA,NA,NA,NA
M4_7,60,73,Cr,5YR,8,2,7.5YR,7,6,LS,75,F,3,8.6,VE,0.112720965,0.041797128,7.092383724,,NA,NA,NA,NA,NA,NA
M4_7,73,73,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
M4_9,0,9,Ap,7.5YR,5,4,7.5YR,3,4,L,45,VF,25,7.6,NE,0.237099277,0.107329778,12.97694987,,1882.467691,20,0,LL,0,0
M4_9,9,17,Ap,7.5YR,6,4,7.5YR,4,4,L,45,VF,25,8,SL,0.237099277,0.107329778,12.97694987,,NA,NA,NA,NA,NA,NA
M4_9,17,64,B,7.5YR,5,4,7.5YR,4,4,L,50,F,18,8,ST,0.217291651,0.090263224,12.70284261,,NA,NA,NA,NA,NA,NA
M4_9,64,67,Cr,7.5YR,7,4,7.5YR,5,6,L,55,MIX,7,8.4,VE,0.194530427,0.066222367,12.83080608,,NA,NA,NA,NA,NA,NA
M4_9,67,67,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
