"Site";"Plot";"Line";"Date";"PointLoc";"PointNbr";"TopCanopy";"Lower1";"Lower2";"Lower3";"Lower4";"SoilSurface";"HeightTop";"HeightLower1";"HeightLower2";"HeightLower3";"HeightLower4";"HeightSurface";"ChkboxTop";"ChkboxLower1";"ChkboxLower2";"ChkboxLower3";"ChkboxLower4";"ChkboxSoil"
"BEEF BASIN 2013";"M1_10";"4";"1/6/2014";"2";"4";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"4";"1/6/2014";"2.5";"5";"LAOC3";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"4";"1/6/2014";"3";"6";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"4";"1/6/2014";"3.5";"7";"None";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"4";"1/6/2014";"4";"8";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"4";"1/6/2014";"4.5";"9";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"4";"1/6/2014";"5";"10";"BRTE";"SPCR";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"4";"1/6/2014";"5.5";"11";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"4";"1/6/2014";"6";"12";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"4";"1/6/2014";"6.5";"13";"SPCR";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"4";"1/6/2014";"7";"14";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"4";"1/6/2014";"7.5";"15";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"4";"1/6/2014";"8";"16";"BRTE";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"4";"1/6/2014";"8.5";"17";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"4";"1/6/2014";"9";"18";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"4";"1/6/2014";"9.5";"19";"BRTE";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"4";"1/6/2014";"10";"20";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"4";"1/6/2014";"10.5";"21";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"4";"1/6/2014";"11";"22";"PLPA2";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"4";"1/6/2014";"11.5";"23";"None";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"4";"1/6/2014";"12";"24";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"4";"1/6/2014";"12.5";"25";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"4";"1/6/2014";"13";"26";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"4";"1/6/2014";"13.5";"27";"None";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"4";"1/6/2014";"14";"28";"LAOC3";"WL";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"4";"1/6/2014";"14.5";"29";"LAOC3";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"4";"1/6/2014";"15";"30";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"4";"1/6/2014";"15.5";"31";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"4";"1/6/2014";"16";"32";"AMID";"SPCR";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"4";"1/6/2014";"16.5";"33";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"4";"1/6/2014";"17";"34";"None";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"4";"1/6/2014";"17.5";"35";"None";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"4";"1/6/2014";"18";"36";"SPCR";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"4";"1/6/2014";"18.5";"37";"SPCR";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"4";"1/6/2014";"19";"38";"SPCR";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"4";"1/6/2014";"19.5";"39";"SPCR";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"4";"1/6/2014";"20";"40";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"4";"1/6/2014";"20.5";"41";"SPCR";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"4";"1/6/2014";"21";"42";"SPCR";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"4";"1/6/2014";"21.5";"43";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"4";"1/6/2014";"22";"44";"SPCR";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"4";"1/6/2014";"22.5";"45";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"4";"1/6/2014";"23";"46";"SPCR";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"4";"1/6/2014";"23.5";"47";"SPCR";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"4";"1/6/2014";"24";"48";"None";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"4";"1/6/2014";"24.5";"49";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"4";"1/6/2014";"25";"50";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"4";"1/6/2014";"25.5";"51";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"4";"1/6/2014";"26";"52";"None";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"4";"1/6/2014";"26.5";"53";"ERCI6";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"4";"1/6/2014";"27";"54";"SPCR";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"4";"1/6/2014";"27.5";"55";"None";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"4";"1/6/2014";"28";"56";"SPCR";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"4";"1/6/2014";"28.5";"57";"SPCR";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"4";"1/6/2014";"29";"58";"None";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"4";"1/6/2014";"29.5";"59";"None";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"4";"1/6/2014";"30";"60";"ERCI6";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"5";"1/6/2014";"0.5";"1";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"5";"1/6/2014";"1";"2";"SPCR";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"5";"1/6/2014";"1.5";"3";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"5";"1/6/2014";"2";"4";"PLPA2";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"5";"1/6/2014";"2.5";"5";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"5";"1/6/2014";"3";"6";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"5";"1/6/2014";"3.5";"7";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"5";"1/6/2014";"4";"8";"SPCR";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"5";"1/6/2014";"4.5";"9";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"5";"1/6/2014";"5";"10";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"5";"1/6/2014";"5.5";"11";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"5";"1/6/2014";"6";"12";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"5";"1/6/2014";"6.5";"13";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"5";"1/6/2014";"7";"14";"None";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"5";"1/6/2014";"7.5";"15";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"5";"1/6/2014";"8";"16";"LAOC3";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"5";"1/6/2014";"8.5";"17";"None";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"5";"1/6/2014";"9";"18";"SPCR";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"5";"1/6/2014";"9.5";"19";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"5";"1/6/2014";"10";"20";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"5";"1/6/2014";"10.5";"21";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"5";"1/6/2014";"11";"22";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"5";"1/6/2014";"11.5";"23";"BRTE";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"5";"1/6/2014";"12";"24";"ERCI6";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"5";"1/6/2014";"12.5";"25";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"5";"1/6/2014";"13";"26";"None";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"5";"1/6/2014";"13.5";"27";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"5";"1/6/2014";"14";"28";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"5";"1/6/2014";"14.5";"29";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"5";"1/6/2014";"15";"30";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"5";"1/6/2014";"15.5";"31";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"5";"1/6/2014";"16";"32";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"5";"1/6/2014";"16.5";"33";"SPCR";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"5";"1/6/2014";"17";"34";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"5";"1/6/2014";"17.5";"35";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"5";"1/6/2014";"18";"36";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"5";"1/6/2014";"18.5";"37";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"5";"1/6/2014";"19";"38";"SPCR";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"5";"1/6/2014";"19.5";"39";"SPCR";"WL";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"5";"1/6/2014";"20";"40";"SPCR";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"5";"1/6/2014";"20.5";"41";"SPCR";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"5";"1/6/2014";"21";"42";"ERCI6";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"5";"1/6/2014";"21.5";"43";"SPCR";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"5";"1/6/2014";"22";"44";"SPCR";"ERCI6";"L";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"5";"1/6/2014";"22.5";"45";"SPCR";"ERCI6";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"5";"1/6/2014";"23";"46";"SPCR";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"5";"1/6/2014";"23.5";"47";"None";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"5";"1/6/2014";"24";"48";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"5";"1/6/2014";"24.5";"49";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"5";"1/6/2014";"25";"50";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"5";"1/6/2014";"25.5";"51";"SPCR";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"5";"1/6/2014";"26";"52";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"5";"1/6/2014";"26.5";"53";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"5";"1/6/2014";"27";"54";"OPPO";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"5";"1/6/2014";"27.5";"55";"None";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"5";"1/6/2014";"28";"56";"None";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"5";"1/6/2014";"28.5";"57";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"5";"1/6/2014";"29";"58";"SPCR";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"5";"1/6/2014";"29.5";"59";"ERCI6";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_10";"5";"1/6/2014";"30";"60";"SPCR";"WL";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"1";"9/4/2013";"0.5";"1";"LAOC3";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"1";"9/4/2013";"1";"2";"SPCR/D";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"1";"9/4/2013";"1.5";"3";"SPCR";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"1";"9/4/2013";"2";"4";"LAOC3";"WL";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"1";"9/4/2013";"2.5";"5";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"1";"9/4/2013";"3";"6";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"1";"9/4/2013";"3.5";"7";"ARTR2/D";"KRLA2";"L";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"1";"9/4/2013";"4";"8";"ARTR2/D";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"1";"9/4/2013";"4.5";"9";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"1";"9/4/2013";"5";"10";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"1";"9/4/2013";"5.5";"11";"CHVI8";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"1";"9/4/2013";"6";"12";"CHVI8";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"1";"9/4/2013";"6.5";"13";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"1";"9/4/2013";"7";"14";"SPCR/D";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"1";"9/4/2013";"7.5";"15";"None";"L";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"1";"9/4/2013";"8";"16";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"1";"9/4/2013";"8.5";"17";"SPCR";"WL";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"1";"9/4/2013";"9";"18";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"1";"9/4/2013";"9.5";"19";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"1";"9/4/2013";"10";"20";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"1";"9/4/2013";"10.5";"21";"ARTR2/DP";"WL";"";"";"";"D";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"1";"9/4/2013";"11";"22";"ARTR2";"L";"";"";"";"S";"";"";"";"";"";"";"True";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"1";"9/4/2013";"11.5";"23";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"1";"9/4/2013";"12";"24";"SPCR/D";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"1";"9/4/2013";"12.5";"25";"BOGR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"1";"9/4/2013";"13";"26";"BOGR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"1";"9/4/2013";"13.5";"27";"ARTR2";"HECO26";"";"";"";"S";"";"";"";"";"";"";"True";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"1";"9/4/2013";"14";"28";"HECO26";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"1";"9/4/2013";"14.5";"29";"BOGR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"1";"9/4/2013";"15";"30";"BOGR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"1";"9/4/2013";"15.5";"31";"ACHY";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"1";"9/4/2013";"16";"32";"BOGR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"1";"9/4/2013";"16.5";"33";"HECO26";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"1";"9/4/2013";"17";"34";"None";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"1";"9/4/2013";"17.5";"35";"HECO26";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"1";"9/4/2013";"18";"36";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"1";"9/4/2013";"18.5";"37";"HECO26";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"1";"9/4/2013";"19";"38";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"1";"9/4/2013";"19.5";"39";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"1";"9/4/2013";"20";"40";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"1";"9/4/2013";"20.5";"41";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"1";"9/4/2013";"21";"42";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"1";"9/4/2013";"21.5";"43";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"1";"9/4/2013";"22";"44";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"1";"9/4/2013";"22.5";"45";"LAOC3";"HECO26";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"1";"9/4/2013";"23";"46";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
