"Site";"Plot";"Line";"Date";"PointLoc";"PointNbr";"TopCanopy";"Lower1";"Lower2";"Lower3";"Lower4";"SoilSurface";"HeightTop";"HeightLower1";"HeightLower2";"HeightLower3";"HeightLower4";"HeightSurface";"ChkboxTop";"ChkboxLower1";"ChkboxLower2";"ChkboxLower3";"ChkboxLower4";"ChkboxSoil"
"BEEF BASIN 2013";"M1_2";"1";"9/4/2013";"23.5";"47";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"1";"9/4/2013";"24";"48";"ARTR2";"SPCR";"";"";"";"S";"";"";"";"";"";"";"True";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"1";"9/4/2013";"24.5";"49";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"1";"9/4/2013";"25";"50";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"1";"9/4/2013";"25.5";"51";"HECO26";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"1";"9/4/2013";"26";"52";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"1";"9/4/2013";"26.5";"53";"HECO26";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"1";"9/4/2013";"27";"54";"HECO26";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"1";"9/4/2013";"27.5";"55";"HECO26";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"1";"9/4/2013";"28";"56";"HECO26";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"1";"9/4/2013";"28.5";"57";"HECO26";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"1";"9/4/2013";"29";"58";"None";"L";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"1";"9/4/2013";"29.5";"59";"SPCR";"HECO26";"L";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"1";"9/4/2013";"30";"60";"None";"WL";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"2";"9/4/2013";"0.5";"1";"SPCR/D";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"2";"9/4/2013";"1";"2";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"2";"9/4/2013";"1.5";"3";"HECO26";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"2";"9/4/2013";"2";"4";"None";"WL";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"2";"9/4/2013";"2.5";"5";"ARTR2";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"2";"9/4/2013";"3";"6";"KRLA2";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"2";"9/4/2013";"3.5";"7";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"2";"9/4/2013";"4";"8";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"2";"9/4/2013";"4.5";"9";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"2";"9/4/2013";"5";"10";"SPCR";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"2";"9/4/2013";"5.5";"11";"LAOC3";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"2";"9/4/2013";"6";"12";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"2";"9/4/2013";"6.5";"13";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"2";"9/4/2013";"7";"14";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"2";"9/4/2013";"7.5";"15";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"2";"9/4/2013";"8";"16";"LAOC3";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"2";"9/4/2013";"8.5";"17";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"2";"9/4/2013";"9";"18";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"2";"9/4/2013";"9.5";"19";"KRLA2";"SPCR";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"2";"9/4/2013";"10";"20";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"2";"9/4/2013";"10.5";"21";"HECO26";"SPCR";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"2";"9/4/2013";"11";"22";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"2";"9/4/2013";"11.5";"23";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"2";"9/4/2013";"12";"24";"HECO26";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"2";"9/4/2013";"12.5";"25";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"2";"9/4/2013";"13";"26";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"2";"9/4/2013";"13.5";"27";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"2";"9/4/2013";"14";"28";"ACHY";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"2";"9/4/2013";"14.5";"29";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"2";"9/4/2013";"15";"30";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"2";"9/4/2013";"15.5";"31";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"2";"9/4/2013";"16";"32";"LAOC3";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"2";"9/4/2013";"16.5";"33";"None";"L";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"2";"9/4/2013";"17";"34";"LAOC3";"WL";"L";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"2";"9/4/2013";"17.5";"35";"SPCR/D";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"2";"9/4/2013";"18";"36";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"2";"9/4/2013";"18.5";"37";"LAOC3";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"2";"9/4/2013";"19";"38";"LAOC3";"L";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"2";"9/4/2013";"19.5";"39";"LAOC3";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"2";"9/4/2013";"20";"40";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"2";"9/4/2013";"20.5";"41";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"2";"9/4/2013";"21";"42";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"2";"9/4/2013";"21.5";"43";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"2";"9/4/2013";"22";"44";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"2";"9/4/2013";"22.5";"45";"SPCR";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"2";"9/4/2013";"23";"46";"HECO26";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"2";"9/4/2013";"23.5";"47";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"2";"9/4/2013";"24";"48";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"2";"9/4/2013";"24.5";"49";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"2";"9/4/2013";"25";"50";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"2";"9/4/2013";"25.5";"51";"ACHY";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"2";"9/4/2013";"26";"52";"SPCR";"OPPO";"L";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"2";"9/4/2013";"26.5";"53";"None";"L";"";"";"";"D";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"2";"9/4/2013";"27";"54";"HECO26";"SPCR";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"2";"9/4/2013";"27.5";"55";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"2";"9/4/2013";"28";"56";"None";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"2";"9/4/2013";"28.5";"57";"LAOC3";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"2";"9/4/2013";"29";"58";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"2";"9/4/2013";"29.5";"59";"None";"WL";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"2";"9/4/2013";"30";"60";"OECA10";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"3";"9/4/2013";"0.5";"1";"ARTR2";"ARTR2/DP";"L";"";"";"D";"";"";"";"";"";"";"True";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"3";"9/4/2013";"1";"2";"None";"WL";"";"";"";"D";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"3";"9/4/2013";"1.5";"3";"LAOC3";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"3";"9/4/2013";"2";"4";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"3";"9/4/2013";"2.5";"5";"SPCR";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"3";"9/4/2013";"3";"6";"None";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"3";"9/4/2013";"3.5";"7";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"3";"9/4/2013";"4";"8";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"3";"9/4/2013";"4.5";"9";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"3";"9/4/2013";"5";"10";"SPCR/D";"WL";"";"";"";"D";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"3";"9/4/2013";"5.5";"11";"None";"L";"";"";"";"D";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"3";"9/4/2013";"6";"12";"ARTR2/D";"";"";"";"";"D";"";"";"";"";"";"";"True";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"3";"9/4/2013";"6.5";"13";"ARTR2/D";"";"";"";"";"D";"";"";"";"";"";"";"True";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"3";"9/4/2013";"7";"14";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"3";"9/4/2013";"7.5";"15";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"3";"9/4/2013";"8";"16";"None";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"3";"9/4/2013";"8.5";"17";"KRLA2/DP";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"3";"9/4/2013";"9";"18";"GRFA";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"3";"9/4/2013";"9.5";"19";"None";"L";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"3";"9/4/2013";"10";"20";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"3";"9/4/2013";"10.5";"21";"AMSIN";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"3";"9/4/2013";"11";"22";"KRLA2";"";"";"";"";"LC";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"3";"9/4/2013";"11.5";"23";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"3";"9/4/2013";"12";"24";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"3";"9/4/2013";"12.5";"25";"KRLA2";"";"";"";"";"D";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"3";"9/4/2013";"13";"26";"LAOC3";"WL";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"3";"9/4/2013";"13.5";"27";"None";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"3";"9/4/2013";"14";"28";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"3";"9/4/2013";"14.5";"29";"LAOC3";"SPCR";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"3";"9/4/2013";"15";"30";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"3";"9/4/2013";"15.5";"31";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"3";"9/4/2013";"16";"32";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"3";"9/4/2013";"16.5";"33";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"3";"9/4/2013";"17";"34";"LAOC3";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"3";"9/4/2013";"17.5";"35";"SPCR";"WL";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"3";"9/4/2013";"18";"36";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"3";"9/4/2013";"18.5";"37";"LAOC3";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"3";"9/4/2013";"19";"38";"SPCR/D";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"3";"9/4/2013";"19.5";"39";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"3";"9/4/2013";"20";"40";"ARTR2/D";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"3";"9/4/2013";"20.5";"41";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"3";"9/4/2013";"21";"42";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"3";"9/4/2013";"21.5";"43";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"3";"9/4/2013";"22";"44";"None";"";"";"";"";"LC";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"3";"9/4/2013";"22.5";"45";"SPCR";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"3";"9/4/2013";"23";"46";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"3";"9/4/2013";"23.5";"47";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"3";"9/4/2013";"24";"48";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"3";"9/4/2013";"24.5";"49";"SPCR";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"3";"9/4/2013";"25";"50";"None";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"3";"9/4/2013";"25.5";"51";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"3";"9/4/2013";"26";"52";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"3";"9/4/2013";"26.5";"53";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"3";"9/4/2013";"27";"54";"KRLA2";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"3";"9/4/2013";"27.5";"55";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"3";"9/4/2013";"28";"56";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"3";"9/4/2013";"28.5";"57";"KRLA2";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"3";"9/4/2013";"29";"58";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"3";"9/4/2013";"29.5";"59";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"3";"9/4/2013";"30";"60";"SPCR";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"4";"9/4/2013";"0.5";"1";"SPCR";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"4";"9/4/2013";"1";"2";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"4";"9/4/2013";"1.5";"3";"LAOC3";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"4";"9/4/2013";"2";"4";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"4";"9/4/2013";"2.5";"5";"None";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"4";"9/4/2013";"3";"6";"LAOC3";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"4";"9/4/2013";"3.5";"7";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"4";"9/4/2013";"4";"8";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"4";"9/4/2013";"4.5";"9";"None";"WL";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"4";"9/4/2013";"5";"10";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"4";"9/4/2013";"5.5";"11";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"4";"9/4/2013";"6";"12";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"4";"9/4/2013";"6.5";"13";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"4";"9/4/2013";"7";"14";"SPCR/D";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"4";"9/4/2013";"7.5";"15";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"4";"9/4/2013";"8";"16";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"4";"9/4/2013";"8.5";"17";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"4";"9/4/2013";"9";"18";"SPCR/D";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"4";"9/4/2013";"9.5";"19";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"4";"9/4/2013";"10";"20";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"4";"9/4/2013";"10.5";"21";"SPCR";"ARTR2/D";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M1_2";"4";"9/4/2013";"11";"22";"PLPA2";"SPCR";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
