Site,Plot,Indicator,1st Hit Avg,1st Hit StDev,Any Hit Avg,Any Hit StDev
BEEF BASIN 2013,56,ELEL,0.000,0.000,0.000,0.000
BEEF BASIN 2013,56,ELEL5,0.000,0.000,0.000,0.000
BEEF BASIN 2013,56,EPVI,0.000,0.000,0.000,0.000
BEEF BASIN 2013,56,ERCI6,0.000,0.000,0.000,0.000
BEEF BASIN 2013,56,ERMI4,0.000,0.000,0.000,0.000
BEEF BASIN 2013,56,FRAN2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,56,GRFA,0.000,0.000,0.000,0.000
BEEF BASIN 2013,56,GUMI,0.000,0.000,0.000,0.000
BEEF BASIN 2013,56,GUSA,0.028,0.019,0.033,0.017
BEEF BASIN 2013,56,GUSA/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,56,GUSA/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,56,GUSA2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,56,GUSA2/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,56,HECO26,0.011,0.019,0.011,0.019
BEEF BASIN 2013,56,HECO26/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,56,HYACA2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,56,HYFI/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,56,JUOS,0.083,0.076,0.083,0.076
BEEF BASIN 2013,56,JUOS/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,56,JUOS/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,56,KRLA2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,56,KRLA2/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,56,LEMO2,0.011,0.010,0.017,0.000
BEEF BASIN 2013,56,MAFR3,0.000,0.000,0.000,0.000
BEEF BASIN 2013,56,MAFR3/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,56,MAGR2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,56,OPPO,0.000,0.000,0.000,0.000
BEEF BASIN 2013,56,OPPO/D,0.006,0.010,0.006,0.010
BEEF BASIN 2013,56,OPPO/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,56,PEPU7,0.006,0.010,0.006,0.010
BEEF BASIN 2013,56,PEPU9,0.000,0.000,0.000,0.000
BEEF BASIN 2013,56,PHAU3,0.000,0.000,0.006,0.010
BEEF BASIN 2013,56,PHAU3/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,56,PHAUA3,0.000,0.000,0.000,0.000
BEEF BASIN 2013,56,PIED,0.000,0.000,0.000,0.000
BEEF BASIN 2013,56,PIED/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,56,PIED/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,56,PLPA2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,56,PSSP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,56,SALS0,0.000,0.000,0.000,0.000
BEEF BASIN 2013,56,SHRO,0.000,0.000,0.000,0.000
BEEF BASIN 2013,56,SHRO/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,56,SPCO4,0.000,0.000,0.000,0.000
BEEF BASIN 2013,56,SPCR,0.000,0.000,0.000,0.000
BEEF BASIN 2013,56,SPCR/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,56,STUPID,0.000,0.000,0.000,0.000
BEEF BASIN 2013,56,SYOR,0.000,0.000,0.000,0.000
BEEF BASIN 2013,56,SYOR2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,56,SYOR2/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,56,UNKCLOVER,0.000,0.000,0.000,0.000
BEEF BASIN 2013,56,UNKF2A,0.000,0.000,0.000,0.000
BEEF BASIN 2013,56,UNKSPR,0.000,0.000,0.000,0.000
BEEF BASIN 2013,56,YUBA,0.000,0.000,0.000,0.000
BEEF BASIN 2013,56,YUBA/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,56,YUBA/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,ACHY,0.006,0.010,0.011,0.019
BEEF BASIN 2013,57,ACHY/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,AF01,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,AMSIN,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,AMUT,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,AMUT/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,ARNO4,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,ARPU9,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,ARPU9/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,ARTR2,0.011,0.019,0.011,0.019
BEEF BASIN 2013,57,ARTR2/D,0.078,0.009,0.078,0.009
BEEF BASIN 2013,57,ARTR2/DP,0.011,0.019,0.011,0.019
BEEF BASIN 2013,57,ATCA2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,ATCA2/D,0.017,0.029,0.017,0.029
BEEF BASIN 2013,57,ATCA2/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,BAMU,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,BOGR,0.050,0.033,0.055,0.025
BEEF BASIN 2013,57,BOGR/D,0.011,0.010,0.011,0.010
BEEF BASIN 2013,57,BOGR2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,BOGR2/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,BRTE,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,CEIN7,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,CEIN7/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,CEMO2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,CHVI,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,CHVI/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,CHVI/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,CHVI8,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,CHVI8/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,CHVI8/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,CRAN4,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,CRFL5,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,ECCO5/D,0.000,0.000,0.006,0.010
BEEF BASIN 2013,57,ECCOC,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,ECCOC/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,ELEL,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,ELEL5,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,EPVI,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,ERCI6,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,ERMI4,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,FRAN2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,GRFA,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,GUMI,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,GUSA,0.000,0.000,0.006,0.010
BEEF BASIN 2013,57,GUSA/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,GUSA/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,GUSA2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,GUSA2/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,HECO26,0.306,0.100,0.334,0.104
BEEF BASIN 2013,57,HECO26/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,HYACA2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,HYFI/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,JUOS,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,JUOS/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,JUOS/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,KRLA2,0.006,0.010,0.006,0.010
BEEF BASIN 2013,57,KRLA2/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,LEMO2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,MAFR3,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,MAFR3/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,MAGR2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,OPPO,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,OPPO/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,OPPO/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,PEPU7,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,PEPU9,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,PHAU3,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,PHAU3/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,PHAUA3,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,PIED,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,PIED/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,PIED/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,PLPA2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,PSSP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,SALS0,0.006,0.010,0.006,0.010
BEEF BASIN 2013,57,SHRO,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,SHRO/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,SPCO4,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,SPCR,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,SPCR/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,STUPID,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,SYOR,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,SYOR2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,SYOR2/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,UNKCLOVER,0.028,0.025,0.039,0.042
BEEF BASIN 2013,57,UNKF2A,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,UNKSPR,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,YUBA,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,YUBA/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,57,YUBA/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,ACHY,0.017,0.017,0.017,0.017
BEEF BASIN 2013,58,ACHY/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,AF01,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,AMSIN,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,AMUT,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,AMUT/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,ARNO4,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,ARPU9,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,ARPU9/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,ARTR2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,ARTR2/D,0.056,0.034,0.061,0.042
BEEF BASIN 2013,58,ARTR2/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,ATCA2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,ATCA2/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,ATCA2/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,BAMU,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,BOGR,0.067,0.034,0.106,0.059
BEEF BASIN 2013,58,BOGR/D,0.006,0.010,0.006,0.010
BEEF BASIN 2013,58,BOGR2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,BOGR2/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,BRTE,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,CEIN7,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,CEIN7/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,CEMO2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,CHVI,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,CHVI/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,CHVI/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,CHVI8,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,CHVI8/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,CHVI8/DP,0.006,0.010,0.011,0.019
BEEF BASIN 2013,58,CRAN4,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,CRFL5,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,ECCO5/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,ECCOC,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,ECCOC/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,ELEL,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,ELEL5,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,EPVI,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,ERCI6,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,ERMI4,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,FRAN2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,GRFA,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,GUMI,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,GUSA,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,GUSA/D,0.006,0.010,0.006,0.010
BEEF BASIN 2013,58,GUSA/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,GUSA2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,GUSA2/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,HECO26,0.300,0.058,0.305,0.063
BEEF BASIN 2013,58,HECO26/D,0.000,0.000,0.006,0.010
BEEF BASIN 2013,58,HYACA2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,HYFI/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,JUOS,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,JUOS/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,JUOS/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,KRLA2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,KRLA2/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,LEMO2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,MAFR3,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,MAFR3/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,MAGR2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,OPPO,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,OPPO/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,OPPO/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,PEPU7,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,PEPU9,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,PHAU3,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,PHAU3/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,PHAUA3,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,PIED,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,PIED/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,PIED/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,PLPA2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,PSSP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,SALS0,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,SHRO,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,SHRO/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,SPCO4,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,SPCR,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,SPCR/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,STUPID,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,SYOR,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,SYOR2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,SYOR2/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,UNKCLOVER,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,UNKF2A,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,UNKSPR,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,YUBA,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,YUBA/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,58,YUBA/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,ACHY,0.006,0.010,0.006,0.010
BEEF BASIN 2013,59,ACHY/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,AF01,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,AMSIN,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,AMUT,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,AMUT/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,ARNO4,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,ARPU9,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,ARPU9/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,ARTR2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,ARTR2/D,0.028,0.009,0.033,0.017
BEEF BASIN 2013,59,ARTR2/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,ATCA2,0.006,0.010,0.006,0.010
BEEF BASIN 2013,59,ATCA2/D,0.011,0.019,0.011,0.019
BEEF BASIN 2013,59,ATCA2/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,BAMU,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,BOGR,0.095,0.075,0.106,0.084
BEEF BASIN 2013,59,BOGR/D,0.006,0.010,0.006,0.010
BEEF BASIN 2013,59,BOGR2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,BOGR2/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,BRTE,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,CEIN7,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,CEIN7/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,CEMO2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,CHVI,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,CHVI/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,CHVI/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,CHVI8,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,CHVI8/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,CHVI8/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,CRAN4,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,CRFL5,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,ECCO5/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,ECCOC,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,ECCOC/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,ELEL,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,ELEL5,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,EPVI,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,ERCI6,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,ERMI4,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,FRAN2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,GRFA,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,GUMI,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,GUSA,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,GUSA/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,GUSA/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,GUSA2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,GUSA2/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,HECO26,0.033,0.034,0.033,0.034
BEEF BASIN 2013,59,HECO26/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,HYACA2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,HYFI/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,JUOS,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,JUOS/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,JUOS/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,KRLA2,0.094,0.042,0.094,0.042
BEEF BASIN 2013,59,KRLA2/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,LEMO2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,MAFR3,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,MAFR3/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,MAGR2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,OPPO,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,OPPO/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,OPPO/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,PEPU7,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,PEPU9,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,PHAU3,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,PHAU3/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,PHAUA3,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,PIED,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,PIED/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,PIED/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,PLPA2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,PSSP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,SALS0,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,SHRO,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,SHRO/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,SPCO4,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,SPCR,0.150,0.060,0.161,0.079
BEEF BASIN 2013,59,SPCR/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,STUPID,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,SYOR,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,SYOR2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,SYOR2/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,UNKCLOVER,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,UNKF2A,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,UNKSPR,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,YUBA,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,YUBA/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,59,YUBA/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,60,ACHY,0.000,0.000,0.006,0.010
BEEF BASIN 2013,60,ACHY/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,60,AF01,0.000,0.000,0.000,0.000
BEEF BASIN 2013,60,AMSIN,0.000,0.000,0.000,0.000
BEEF BASIN 2013,60,AMUT,0.000,0.000,0.000,0.000
BEEF BASIN 2013,60,AMUT/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,60,ARNO4,0.000,0.000,0.000,0.000
BEEF BASIN 2013,60,ARPU9,0.000,0.000,0.000,0.000
BEEF BASIN 2013,60,ARPU9/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,60,ARTR2,0.006,0.010,0.011,0.019
BEEF BASIN 2013,60,ARTR2/D,0.072,0.067,0.072,0.067
BEEF BASIN 2013,60,ARTR2/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,60,ATCA2,0.022,0.039,0.022,0.039
BEEF BASIN 2013,60,ATCA2/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,60,ATCA2/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,60,BAMU,0.000,0.000,0.000,0.000
BEEF BASIN 2013,60,BOGR,0.039,0.010,0.044,0.020
BEEF BASIN 2013,60,BOGR/D,0.006,0.010,0.006,0.010
BEEF BASIN 2013,60,BOGR2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,60,BOGR2/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,60,BRTE,0.000,0.000,0.000,0.000
BEEF BASIN 2013,60,CEIN7,0.000,0.000,0.000,0.000
BEEF BASIN 2013,60,CEIN7/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,60,CEMO2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,60,CHVI,0.000,0.000,0.000,0.000
BEEF BASIN 2013,60,CHVI/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,60,CHVI/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,60,CHVI8,0.000,0.000,0.000,0.000
BEEF BASIN 2013,60,CHVI8/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,60,CHVI8/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,60,CRAN4,0.000,0.000,0.000,0.000
BEEF BASIN 2013,60,CRFL5,0.000,0.000,0.000,0.000
BEEF BASIN 2013,60,ECCO5/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,60,ECCOC,0.000,0.000,0.000,0.000
BEEF BASIN 2013,60,ECCOC/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,60,ELEL,0.000,0.000,0.000,0.000
BEEF BASIN 2013,60,ELEL5,0.000,0.000,0.000,0.000
BEEF BASIN 2013,60,EPVI,0.000,0.000,0.000,0.000
BEEF BASIN 2013,60,ERCI6,0.000,0.000,0.000,0.000
BEEF BASIN 2013,60,ERMI4,0.000,0.000,0.000,0.000
BEEF BASIN 2013,60,FRAN2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,60,GRFA,0.000,0.000,0.000,0.000
BEEF BASIN 2013,60,GUMI,0.000,0.000,0.000,0.000
BEEF BASIN 2013,60,GUSA,0.000,0.000,0.000,0.000
BEEF BASIN 2013,60,GUSA/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,60,GUSA/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,60,GUSA2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,60,GUSA2/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,60,HECO26,0.017,0.017,0.017,0.017
BEEF BASIN 2013,60,HECO26/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,60,HYACA2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,60,HYFI/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,60,JUOS,0.000,0.000,0.000,0.000
BEEF BASIN 2013,60,JUOS/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,60,JUOS/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,60,KRLA2,0.067,0.076,0.067,0.076
BEEF BASIN 2013,60,KRLA2/DP,0.000,0.000,0.000,0.000
